battery,cycle_index,type,ambient_temperature,time,sense_current_mean,battery_current_mean,current_ratio_mean,battery_impedance_mean,Re,Rct
B0005,114,impedance,24,[2.0080e+03 4.0000e+00 2.4000e+01 2.0000e+00 4.8000e+01 3.5687e+01],834.7697535531528,329.1304126308298,2.616020379413835,0.2050161808055928,0.0468329399301112,0.0694689689962164
B0005,116,impedance,24,[2008.       4.      24.       6.      18.      12.171],837.0955215795121,326.97942631027644,2.637268739424844,0.2077058408843159,0.0461861033675123,0.0719378705603448
B0005,118,impedance,24,[2008.       4.      24.       7.      46.      53.906],834.1564071579614,330.06769938462736,2.603097207056097,0.2036885751573788,0.0462413666398642,0.0693491690279701
B0005,120,impedance,24,[2008.       4.      24.      11.      17.      36.359],837.0665785543844,326.75009584247334,2.6386814565751457,0.2079200623048283,0.0477373701431311,0.0703395836124857
B0005,122,impedance,24,[2008.       4.      24.      12.      46.       8.171],835.8814687952621,327.9080220813568,2.6274729444938525,0.206531301952711,0.0494274834363881,0.0695498357572787
B0005,124,impedance,24,[2008.       4.      24.      16.      14.       7.906],837.0241797794938,326.66504174084383,2.636866726182641,0.2077385501958587,0.048383341548765,0.0697381270154479
B0005,126,impedance,24,[2008.       4.      24.      17.      42.      40.796],834.980705989275,328.7053828720068,2.619172523157122,0.2055014205366769,0.0474784168879776,0.064882971709559
B0005,128,impedance,24,[2008.       4.      24.      21.       6.      22.828],837.0934832250264,326.72089630815884,2.637502096277194,0.2078583090140432,0.0480375100392994,0.0701251142477667
B0005,130,impedance,24,[2008.       4.      24.      22.      34.      45.921],834.7036611656455,329.3255829490283,2.611493129040421,0.2046670727385484,0.047703621105183,0.0685981303777479
B0005,132,impedance,24,[2.008e+03 4.000e+00 2.500e+01 1.000e+00 5.700e+01 7.593e+00],836.9084942173207,327.32505912084247,2.6295050832105784,0.2070292359294911,0.0480869600733819,0.0697134641311117
B0005,136,impedance,24,[2008.       4.      25.      21.       0.      31.421],834.5372631868239,329.4329760582212,2.609660352803526,0.2044504712723088,0.0481510465595772,0.0677220781982593
B0005,138,impedance,24,[2008.       4.      26.       0.      32.      46.968],838.204883617367,325.6358285001007,2.6494244318991957,0.2093721523975009,0.0475472817403881,0.073180098911682
B0005,140,impedance,24,[2.0080e+03 4.0000e+00 2.6000e+01 2.0000e+00 0.0000e+00 5.2359e+01],835.2351155936667,328.59693050773376,2.6180238079728926,0.2054494298802626,0.0475901338231921,0.0691427287466927
B0005,142,impedance,24,[2008.       4.      26.       5.      25.      46.234],837.6866589328711,326.01593443720213,2.647118135860392,0.2089373020387608,0.0476409209894885,0.0716524732655295
B0005,144,impedance,24,[2008.       4.      26.       6.      53.      34.171],835.0510423249949,328.9049611936704,2.618392073864485,0.2054213127289088,0.0476402406175778,0.0689827792391044
B0005,146,impedance,24,[2008.       4.      26.      10.      26.      36.718],838.1514651929474,325.42545041170905,2.6507022663561446,0.2095022863272204,0.0484243695317731,0.0724998374901
B0005,150,impedance,24,[2008.       4.      29.      13.      12.      54.375],834.9877063220162,328.2033226432159,2.624590035157304,0.206166915832462,0.0489338618553407,0.0679599018011362
B0005,152,impedance,24,[2008.       4.      29.      16.      33.      38.281],837.4499380047514,325.67066227873914,2.648272387038691,0.2091405442344027,0.0494307456487187,0.0701407541984291
B0005,154,impedance,24,[2.0080e+03 4.0000e+00 2.9000e+01 1.8000e+01 2.0000e+00 2.1296e+01],835.4368356823937,327.8874077220492,2.6277505926245497,0.2065197118436457,0.0493230071767182,0.068956429145285
B0005,156,impedance,24,[2008.      4.     29.     21.     28.     15.14],837.6724268416374,325.6807647056669,2.647001790263301,0.2090876973602294,0.0497482254301438,0.0711299384497784
B0005,158,impedance,24,[2008.       4.      29.      22.      56.      30.656],835.383952686199,328.0591835909301,2.6241797144181738,0.2062227842457085,0.0491220287704245,0.0689095684745689
B0005,160,impedance,24,[2.008e+03 4.000e+00 3.000e+01 2.000e+00 1.200e+01 5.609e+00],838.3719419487073,324.94523940582604,2.657953982919204,0.2102115875561611,0.0498848659447539,0.0719830276512561
B0005,162,impedance,24,[2008.      4.     30.      3.     40.      3.39],835.4196653315342,328.1857165867579,2.622169969684712,0.2059993736749472,0.0478594492467187,0.0697725560852867
B0005,164,impedance,24,[2008.       4.      30.       7.       9.      52.656],838.1173205536699,325.3876432688138,2.653283730384198,0.209743037293846,0.0492163809321789,0.0714637439793728
B0005,166,impedance,24,[2008.       4.      30.       8.      37.      42.406],835.138010816961,328.38821352703764,2.6214512733998347,0.2058319611711608,0.0488722901342319,0.0687680915386681
B0005,168,impedance,24,[2008.       4.      30.      11.      56.      59.203],838.1219050686453,325.34434132788607,2.651651629367932,0.2095306807260625,0.0499459389365634,0.0708870426164587
B0005,170,impedance,24,[2008.       4.      30.      13.      24.      39.734],834.3920446133253,329.02914218872075,2.614291123691746,0.204968742306807,0.0482964391953501,0.0673151471016695
B0005,172,impedance,24,[2008.       4.      30.      16.      48.      25.875],838.0427104654187,324.93148965975416,2.6555039992762497,0.2100465940672698,0.0489696051479402,0.0717816850521735
B0005,174,impedance,24,[2008.      4.     30.     18.     16.      7.25],835.1017439252818,328.5043308185183,2.6204832519740178,0.2057111980602126,0.0481470922660249,0.0684158918231915
B0005,176,impedance,24,[2008.       4.      30.      21.      43.       3.656],838.5425048797741,324.7277139950586,2.6600151196032606,0.2105364593509354,0.0502293760251405,0.0718319241428618
B0005,178,impedance,24,[2008.       4.      30.      23.      10.      36.859],835.5258201481756,328.16940989658747,2.6242221785483317,0.2061771966863342,0.0484543002020658,0.0677793505105271
B0005,180,impedance,24,[2.0080e+03 5.0000e+00 1.0000e+00 2.0000e+00 4.3000e+01 4.2562e+01],837.5929855221048,325.73706323676095,2.646691278369778,0.2089788538330734,0.0497152666250807,0.0713902715439566
B0005,182,impedance,24,[2.008e+03 5.000e+00 1.000e+00 4.000e+00 1.100e+01 7.078e+00],834.4056267146894,329.135202877332,2.613272481278901,0.2048138930642506,0.0486802529332838,0.0658344484636432
B0005,184,impedance,24,[2.0080e+03 5.0000e+00 1.0000e+00 7.0000e+00 4.4000e+01 1.2656e+01],837.907481450342,325.4096941510816,2.6484760813680603,0.2093215445421535,0.0491321660184356,0.0724518691988788
B0005,186,impedance,24,[2.0080e+03 5.0000e+00 1.0000e+00 9.0000e+00 1.1000e+01 2.7593e+01],835.4399899480637,327.7816395040363,2.6272841373109643,0.2065523881625553,0.0499187289835067,0.0687646330950239
B0005,188,impedance,24,[2.0080e+03 5.0000e+00 1.0000e+00 1.2000e+01 4.2000e+01 3.4015e+01],838.3547763101793,325.05479827507725,2.654881911995984,0.2100621496327399,0.0492096832252982,0.073040250995097
B0005,190,impedance,24,[2.008e+03 5.000e+00 1.000e+00 1.400e+01 9.000e+00 5.064e+01],835.7553850725984,327.4254390430073,2.6315012124052983,0.2070434313789081,0.0494366495395998,0.0689230088556077
B0005,192,impedance,24,[2.0080e+03 5.0000e+00 1.0000e+00 1.7000e+01 3.9000e+01 2.0015e+01],838.5036314831835,324.6959987767135,2.659044542005708,0.2104473052709137,0.0495063161655938,0.07251082944035
B0005,194,impedance,24,[2.0080e+03 5.0000e+00 1.0000e+00 1.9000e+01 6.0000e+00 2.6859e+01],835.4581645129338,327.64837361398355,2.629861809092603,0.2067963638525976,0.0494033398878436,0.0686484623872513
B0005,196,impedance,24,[2.0080e+03 5.0000e+00 1.0000e+00 2.2000e+01 3.8000e+01 2.4062e+01],838.3215761825096,325.00492930788454,2.6539525267058197,0.2098862488146859,0.0486517627795967,0.0720176209117095
B0005,198,impedance,24,[2.0080e+03 5.0000e+00 2.0000e+00 0.0000e+00 5.0000e+00 3.1015e+01],835.952403556923,327.73031384698584,2.6304424330149687,0.2069082060078075,0.0491550198024464,0.0691308686370358
B0005,200,impedance,24,[2.0080e+03 5.0000e+00 2.0000e+00 3.0000e+00 2.1000e+01 4.3218e+01],838.7284115568063,324.8002902240837,2.655990844905849,0.2102945361480777,0.0491657556837128,0.0731699361800272
B0005,202,impedance,24,[2.0080e+03 5.0000e+00 2.0000e+00 4.0000e+00 4.8000e+01 3.3343e+01],835.5301954877526,328.11025130400844,2.623254734188945,0.2061748942665809,0.0487016128372702,0.0685945550745758
B0005,204,impedance,24,[2.0080e+03 5.0000e+00 2.0000e+00 8.0000e+00 1.2000e+01 4.9328e+01],838.8026521609039,324.42614877199827,2.6642964069140125,0.2109461409656282,0.0492342734208827,0.0727712073374357
B0005,206,impedance,24,[2.0080e+03 5.0000e+00 2.0000e+00 9.0000e+00 3.9000e+01 4.0343e+01],836.0659801261996,327.44501119890305,2.6323410702800443,0.207087274664881,0.0488567734576694,0.0687157076798943
B0005,208,impedance,24,[2.0080e+03 5.0000e+00 2.0000e+00 1.3000e+01 1.1000e+01 1.3468e+01],839.5267513442935,324.0075445183608,2.6665298488810425,0.2114544501229989,0.0505475864921389,0.0727086679457494
B0005,210,impedance,24,[2.0080e+03 5.0000e+00 2.0000e+00 1.4000e+01 3.7000e+01 5.5109e+01],836.2502786029128,327.2319805954702,2.6346395950610133,0.2074495212890189,0.0506497585783765,0.0685353610479945
B0005,212,impedance,24,[2.008e+03 5.000e+00 2.000e+00 1.800e+01 1.100e+01 3.593e+00],839.2569858821221,324.083080760236,2.6632966570424426,0.211050935266672,0.0501188147421075,0.0730104108966134
B0005,216,impedance,24,[2008.       5.       3.       0.      18.      59.734],836.448594386316,327.4056088437735,2.634763046324748,0.207384118992164,0.0491324268769509,0.0693303248319639
B0005,218,impedance,24,[2008.       5.       3.       3.      41.      16.453],839.3848130486011,324.12874548858485,2.666144293020278,0.2113193686894534,0.0497925673190261,0.073436503616202
B0005,220,impedance,24,[2008.       5.       3.       5.       7.      41.812],835.8853341053895,327.74562470146594,2.627094166507477,0.2066397763603405,0.0496331359162434,0.0688142967101813
B0005,222,impedance,24,[2008.       5.       3.       8.      38.      27.484],839.4421363862119,324.3574187768172,2.6636566383092237,0.2111054715891762,0.0498653780666,0.0732133898164959
B0005,224,impedance,24,[2008.       5.       3.      10.       4.      43.296],836.1026773880131,327.7372985393271,2.631384318192622,0.2069431691788686,0.0489212903564022,0.0688393136276158
B0005,226,impedance,24,[2008.       5.       3.      13.      32.      41.671],839.5871002813286,324.163169040436,2.6636165160887426,0.2111630362531068,0.0498119327855388,0.074596186052064
B0005,228,impedance,24,[2008.       5.       3.      14.      58.      49.093],836.3060782441058,327.60871183793137,2.631461399496392,0.2070765295400679,0.0497512574980347,0.0686389241999605
B0005,230,impedance,24,[2008.       5.       3.      18.      26.      20.765],839.5593232895998,324.0835013087805,2.667122325302853,0.2114236485063634,0.0485067348899718,0.0745830977634214
B0005,232,impedance,24,[2008.       5.       3.      19.      52.      28.578],836.5456888923045,327.265575769867,2.632759522785109,0.2073183257650584,0.0491591819629816,0.0690673447997324
B0005,234,impedance,24,[2008.      5.      3.     23.     10.     37.25],839.7874282039202,323.8743693320104,2.669926299196223,0.2116490066805469,0.0500230742033395,0.0736638387977965
B0005,236,impedance,24,[2008.       5.       4.       0.      36.      36.703],836.6269198639442,327.3274496673972,2.631944337954916,0.2072477357055259,0.0497080870965655,0.0683000614609565
B0005,238,impedance,24,[2008.       5.       4.       4.       9.      47.078],839.9707138579415,323.6885846575516,2.667052264101448,0.2115767910335728,0.0502046904378658,0.0737188582159762
B0005,240,impedance,24,[2008.       5.       4.       5.      35.      36.578],836.7188501773367,327.2781286095733,2.6332622803338617,0.2073779715278406,0.0489506608038353,0.0696326738615232
B0005,242,impedance,24,[2008.       5.       4.       9.       8.      18.734],840.1680216416013,323.30219660460256,2.6757232413383782,0.2123683931071223,0.0497585734077315,0.0746561776087558
B0005,244,impedance,24,[2008.       5.       4.      10.      34.       8.906],836.4678477696458,327.0369554308565,2.638515684111436,0.207787936978105,0.0498083962553727,0.069022987629394
B0005,246,impedance,24,[2008.       5.       4.      14.       6.      20.031],840.161759158494,323.53751314070354,2.674275746489854,0.2122147721693162,0.0496867550378329,0.0735542582193973
B0005,248,impedance,24,[2.008e+03 5.000e+00 4.000e+00 1.500e+01 3.200e+01 1.953e+00],836.7433175564938,327.0748059344892,2.63869471096548,0.2078150116182711,0.0505941138997434,0.0685832846047841
B0005,250,impedance,24,[2008.       5.       4.      19.       5.      14.343],840.3200593099737,323.1759404561485,2.673288636141528,0.212296553796231,0.0499500570704977,0.0746229428074614
B0005,252,impedance,24,[2008.       5.       4.      20.      30.      47.687],837.1723217222221,326.5334442760286,2.643834876170254,0.2084482510251861,0.0498442104120108,0.0701407010789011
B0005,254,impedance,24,[2.008e+03 5.000e+00 5.000e+00 0.000e+00 4.000e+00 2.500e-01],840.3389833614729,323.2766354759185,2.6771204070647285,0.2125095040681395,0.0502825642512583,0.0736039114233682
B0005,256,impedance,24,[2.0080e+03 5.0000e+00 5.0000e+00 1.0000e+00 2.9000e+01 2.4203e+01],837.2166580464954,326.58497657238263,2.6438836578744205,0.2084941917140838,0.0500627022920359,0.0697911803878999
B0005,258,impedance,24,[2008    5    5    4   56   20],840.2326270767984,323.2527863335741,2.675766005030896,0.2124745133313619,0.0499200778190466,0.074642062777058
B0005,260,impedance,24,[2008.       5.       5.       6.      21.      44.546],837.0903189950595,326.9268602616466,2.6351343282756603,0.2076850244274646,0.049214459164823,0.0699083630110742
B0005,262,impedance,24,[2008.      5.      5.      9.     54.     58.25],840.9616563562191,322.6968838691559,2.6831914430894224,0.2132826906538187,0.0500799643501363,0.0754771092928152
B0005,266,impedance,24,[2008.      5.      5.     21.     33.     38.39],841.7954315657298,321.6180072876169,2.6933509934990063,0.2146976403220896,0.0546921850263593,0.0746459936002273
B0005,268,impedance,24,[2.0080e+03 5.0000e+00 6.0000e+00 1.0000e+00 6.0000e+00 5.2015e+01],845.123850059577,317.9524732014788,2.733161632929034,0.2194984497455659,0.0548732021154092,0.0793440364411719
B0005,270,impedance,24,[2.0080e+03 5.0000e+00 6.0000e+00 2.0000e+00 3.1000e+01 5.9093e+01],841.7372128402643,321.6639810526565,2.6947302789609924,0.2148201727129585,0.0541567528107865,0.0750584366774359
B0005,272,impedance,24,[2008.       5.       6.       6.       5.      11.921],845.5703348567355,317.4280299855055,2.740733873402199,0.220203596794696,0.0552404998627662,0.0800235935822896
B0005,274,impedance,24,[2008.       5.       6.       7.      30.      10.578],842.740895816654,320.84429298186666,2.7068751654142496,0.216058741128714,0.0545428097805622,0.0759237919999139
B0005,276,impedance,24,[2008.       5.       6.      10.      53.      26.531],845.873999795942,317.26255798655234,2.744221847336879,0.2204935089473179,0.0550803683287425,0.0804500816192199
B0005,278,impedance,24,[2008.       5.       6.      12.      18.      26.171],842.1304393275119,321.0551806971193,2.7032423902376514,0.2157692365481696,0.0533986718642586,0.0756288961003857
B0005,280,impedance,24,[2008.       5.       6.      15.      51.      41.546],846.0806401439836,316.71779938908713,2.748525810548004,0.2211470593584353,0.0548457849434252,0.0809952791439065
B0005,282,impedance,24,[2008.       5.       6.      17.      16.      40.109],842.0601639097746,320.8680866754169,2.705023763883942,0.2158362271959534,0.0554532594769747,0.0748392292244765
B0005,284,impedance,24,[2008.       5.       6.      20.      49.      54.421],847.0394564336362,315.73130388115027,2.75981706391419,0.2222909719056283,0.0580894926860419,0.0790061137619081
B0005,286,impedance,24,[2008.       5.       6.      22.      14.      45.453],843.3712727757066,319.8033743395465,2.71528983497727,0.2171773991052416,0.0570384986405566,0.0744541940566049
B0005,288,impedance,24,[2.0080e+03 5.0000e+00 7.0000e+00 1.0000e+00 4.5000e+01 3.0125e+01],846.8126371368757,315.9708126989933,2.7560652358649507,0.2219523587214045,0.0563999943051261,0.0818149196701257
B0005,290,impedance,24,[2008.       5.       7.       3.      10.      20.671],844.1206917191836,319.2772117562526,2.7198606859559766,0.2178189930826988,0.0569517725026997,0.0770693559626086
B0005,292,impedance,24,[2008.       5.       7.       6.      32.       6.906],847.2021446589497,315.74857413636454,2.7614263388326505,0.2226274889830538,0.0571591479145079,0.0808669662369406
B0005,294,impedance,24,[2008.      5.      7.      7.     56.     39.25],843.7974672343644,319.816526031934,2.715644552281441,0.2173602130452346,0.0559586456272992,0.076095696370702
B0005,296,impedance,24,[2008.       5.       7.      11.      29.      54.546],847.4548496558145,315.5546887202032,2.7632864361567893,0.2226779402327607,0.0569987938629429,0.0825010076441602
B0005,298,impedance,24,[2008.      5.      7.     12.     54.     18.25],844.0005297748048,319.0578205302282,2.726471474519472,0.2183959564678507,0.0569901090756038,0.0764828902963887
B0005,300,impedance,24,[2008.       5.       7.      16.      27.      34.437],847.6230762235236,315.5528109496972,2.7626580973718835,0.2228253124963368,0.057915946777513,0.0817505708315127
B0005,302,impedance,24,[2008.       5.       7.      17.      51.      59.125],844.5955494946614,318.25360088045494,2.7327547964440195,0.2193801083640415,0.0570007691806397,0.0774112451988569
B0005,304,impedance,24,[2008    5    7   21   24   14],847.8517101425996,315.2369287278313,2.7654052876992026,0.2231203421384223,0.0585831887959693,0.0826941645735358
B0005,306,impedance,24,[2008.      5.      7.     22.     48.     38.75],844.4720907978057,318.5017429669526,2.7295409008994027,0.2188801555160477,0.0572825654297649,0.0769202772121568
B0005,308,impedance,24,[2.0080e+03 5.0000e+00 8.0000e+00 2.0000e+00 2.1000e+01 5.4109e+01],847.5661850202656,315.66706219861595,2.758484416346873,0.2224566481650138,0.0568441123963582,0.082272625759776
B0005,310,impedance,24,[2008.       5.       8.       3.      46.       9.968],844.873918422057,318.64252078054386,2.727649200890967,0.2188597951543767,0.0589529203196688,0.0773517020399742
B0005,311,impedance,24,[2008.       5.       9.      11.      53.      10.593],848.0469115799127,314.94925784831327,2.769597801372297,0.2233915833619056,0.0566720346295509,0.0829157329641766
B0005,313,impedance,24,[2008.       5.       9.      13.      19.      35.703],843.8644966909009,319.12751792886826,2.7244457860125983,0.2182454365651607,0.0582233615105249,0.0761509211548619
B0005,316,impedance,24,[2008.       5.       9.      21.      21.       3.765],843.8913086288788,319.14511475844296,2.723927224122614,0.2180947777787554,0.0577983771069902,0.0751897173316691
B0005,318,impedance,24,[2008.       5.      10.       0.      49.      59.984],847.1681194889597,316.00475913605607,2.7575115102615952,0.2221713551144598,0.058693615611032,0.0809967398338894
B0005,320,impedance,24,[2.0080e+03 5.0000e+00 1.0000e+01 2.0000e+00 1.4000e+01 4.2109e+01],843.5820664057874,319.317927504224,2.7185540875021315,0.2176766876503299,0.0581005359089264,0.0760463990238758
B0005,322,impedance,24,[2008.       5.      10.       5.      46.      15.296],846.9982436201291,316.2522354265803,2.756071832187892,0.2219919639025256,0.0568735509905479,0.080792347724638
B0005,324,impedance,24,[2008.       5.      10.       7.      10.      49.593],844.1898162379916,318.85026947755256,2.7240581091171587,0.2184663697093309,0.0578193912169896,0.0762079225206609
B0005,326,impedance,24,[2008.       5.      10.      10.      44.       7.859],847.4324937097432,315.72183255096945,2.759752538845253,0.222385569162635,0.0584012267602933,0.0816166339541188
B0005,328,impedance,24,[2008.       5.      10.      12.       8.      32.875],844.2459976906551,318.7534194629905,2.730128279602616,0.2188373889749443,0.0572959758556255,0.0760311580801822
B0005,330,impedance,24,[2008.      5.     10.     15.     39.     59.14],847.562233967762,315.4924476232496,2.762884370995061,0.2228931588263483,0.0571392616497832,0.0820304274361046
B0005,332,impedance,24,[2008.       5.      10.      17.       4.      16.015],844.5403875809164,318.2867471357278,2.7341498811660814,0.2194677114798898,0.0570119156613033,0.077937531010241
B0005,334,impedance,24,[2008.       5.      10.      20.      35.      57.437],847.7641287764969,315.05817579382466,2.7657619606876,0.2232320134065518,0.056846750542401,0.0843093490529676
B0005,336,impedance,24,[2008.       5.      10.      22.       0.       5.781],844.2484527869195,318.6178535209128,2.7271128661776296,0.2187895899613283,0.0573916045757455,0.0773208301126552
B0005,338,impedance,24,[2.0080e+03 5.0000e+00 1.1000e+01 1.0000e+00 3.3000e+01 2.4437e+01],848.1465161948568,314.784644364426,2.7720013049295136,0.2239036904406566,0.0597145830687632,0.081280778737871
B0005,340,impedance,24,[2.0080e+03 5.0000e+00 1.1000e+01 2.0000e+00 5.7000e+01 3.2984e+01],844.7754290000845,318.4617045876552,2.7306003089654296,0.2190669842833079,0.0566940115944566,0.0775632251844298
B0005,342,impedance,24,[2008.      5.     11.      6.     23.     30.25],848.1542096787824,314.62651686782584,2.768743517239249,0.2235673912563683,0.0578764894862572,0.0827621596207595
B0005,344,impedance,24,[2008.       5.      11.       7.      47.      30.468],845.0892647838904,317.9169659373088,2.736452264957048,0.2196863956824128,0.0571136365905529,0.0788997342664049
B0005,346,impedance,24,[2008.       5.      11.      11.      20.      49.578],848.0763501138204,314.8021940253889,2.771421569953082,0.2238727235664202,0.0571060525925708,0.0838933915955351
B0005,348,impedance,24,[2008.       5.      11.      12.      44.      40.703],845.6183098866683,317.47855776700635,2.743561757241832,0.2205160644157584,0.0584106740410329,0.0778794279816579
B0005,350,impedance,24,[2.008e+03 5.000e+00 1.100e+01 1.600e+01 1.800e+01 8.120e-01],848.186801618132,314.8729830334906,2.7681039164787733,0.2236094834363301,0.0583244011522277,0.0823356083860003
B0005,352,impedance,24,[2008.       5.      11.      17.      41.      53.265],844.794851867158,318.3263295521395,2.7303086250455277,0.2190793617525116,0.057206589538471,0.0781418167018895
